datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B_SOLL;B;B1;C;D1;D2;D1_LISTE_EU;D1_LISTE;D1_SUMME_KANDIDATEN;D1_SUMME_LISTE_KANDIDATEN;D1_1;D1_2;D1_3;D1_4;D1_5;D1_6;D1_7;D1_8;D1_9;D1_10;D1_11;D1_12;D1_13;D1_14;D1_15;D1_16;D1_17;D1_18;D1_19;D1_20;D1_21;D1_22;D1_23;D1_24;D1_25;D1_26;D1_27;D1_28;D1_29;D1_30;D1_31;D1_32;D1_33;D1_34;D1_35;D1_36;D1_37;D1_38;D1_39;D1_40;D1_41;D1_42;D1_43;D1_44;D1_45;D1_46;D1_47;D1_48;D1_49;D1_50;D1_51;D1_52;D1_53;D1_54;D1_55;D1_56;D1_57;D1_58;D1_59;D1_60;D1_61;D1_62;D1_63;D1_64;D1_65;D1_66;D1_67;D2_LISTE_EU;D2_LISTE;D2_SUMME_KANDIDATEN;D2_SUMME_LISTE_KANDIDATEN;D2_1;D2_2;D2_3;D2_4;D2_5;D2_6;D2_7;D2_8;D2_9;D2_10;D2_11;D2_12;D2_13;D2_14;D2_15;D2_16;D2_17;D2_18;D2_19;D2_20;D2_21;D2_22;D2_23;D2_24;D2_25;D2_26;D2_27;D2_28;D2_29;D2_30;D2_31;D2_32;D2_33;D2_34;D2_35;D2_36;D2_37;D2_38;D2_39;D2_40;D2_41;D2_42;D2_43;D2_44;D2_45;D2_46;D2_47;D2_48;D2_49;D2_50;D2_51;D2_52;D2_53;D2_54;D3_LISTE_EU;D3_LISTE;D3_SUMME_KANDIDATEN;D3_SUMME_LISTE_KANDIDATEN;D3_1;D3_2;D3_3;D3_4;D3_5;D3_6;D3_7;D3_8;D3_9;D3_10;D3_11;D3_12;D3_13;D3_14;D3_15;D3_16;D3_17;D3_18;D3_19;D3_20;D3_21;D3_22;D3_23;D3_24;D3_25;D3_26;D3_27;D3_28;D3_29;D3_30;D3_31;D3_32;D4_LISTE_EU;D4_LISTE;D4_SUMME_KANDIDATEN;D4_SUMME_LISTE_KANDIDATEN;D4_1;D4_2;D4_3;D4_4;D4_5;D4_6;D4_7;D4_8;D4_9;D4_10;D4_11;D4_12;D4_13;D4_14;D4_15;D4_16;D4_17;D4_18;D4_19;D4_20;D4_21;D5_LISTE_EU;D5_LISTE;D5_SUMME_KANDIDATEN;D5_SUMME_LISTE_KANDIDATEN;D5_1;D5_2;D5_3;D5_4;D5_5;D5_6;D5_7;D5_8;D5_9;D5_10;D5_11;D5_12;D5_13;D5_14;D5_15;D5_16;D5_17;D5_18;D5_19;D5_20;D5_21;D5_22;D5_23;D5_24;D5_25;D5_26;D5_27;D5_28;D6_LISTE_EU;D6_LISTE;D6_SUMME_KANDIDATEN;D6_SUMME_LISTE_KANDIDATEN;D6_1;D6_2;D6_3;D6_4;D6_5;D6_6;D6_7;D6_8;D6_9;D6_10;D6_11;D6_12;D6_13;D7_LISTE_EU;D7_LISTE;D7_SUMME_KANDIDATEN;D7_SUMME_LISTE_KANDIDATEN;D7_1;D7_2;D7_3;D7_4;D7_5;D7_6;D7_7;D7_8;D7_9;D7_10;D7_11;D7_12;D7_13;D7_14;D7_15;D7_16;D7_17;D7_18;D7_19;D8_LISTE_EU;D8_LISTE;D8_SUMME_KANDIDATEN;D8_SUMME_LISTE_KANDIDATEN;D8_1;D8_2;D8_3;D8_4;D8_5;D8_6;D8_7;D8_8;D8_9;D8_10;D8_11;D8_12;D8_13;D8_14;D8_15;D8_16;D8_17;D8_18;D8_19;D8_20;D8_21;D8_22;D8_23;D8_24;D8_25;D8_26;D8_27;D8_28;D8_29;D8_30;D8_31;D8_32;D8_33;D8_34;D8_35;D8_36;D9_LISTE_EU;D9_LISTE;D9_SUMME_KANDIDATEN;D9_SUMME_LISTE_KANDIDATEN;D9_1;D9_2;D9_3;D9_4;D9_5;D9_6;D9_7;D9_8;D9_9;D9_10;D9_11;D9_12;D9_13;D9_14;D9_15;D9_16;D9_17;D10_LISTE_EU;D10_LISTE;D10_SUMME_KANDIDATEN;D10_SUMME_LISTE_KANDIDATEN;D10_1;D10_2;D10_3;D10_4;D10_5;D10_6;D10_7;D10_8;D10_9;D10_10;D10_11;D10_12;D10_13;D12_LISTE_EU;D12_LISTE;D12_SUMME_KANDIDATEN;D12_SUMME_LISTE_KANDIDATEN;D12_1;D12_2;D12_3;D12_4;D12_5;D12_6;D12_7;D12_8;D12_9;D12_10;D12_11;D12_12;D12_13;D12_14;D13_LISTE_EU;D13_LISTE;D13_SUMME_KANDIDATEN;D13_SUMME_LISTE_KANDIDATEN;D13_1;D14_LISTE_EU;D14_LISTE;D14_SUMME_KANDIDATEN;D14_SUMME_LISTE_KANDIDATEN;D14_1;D14_2;D14_3;D14_4;D14_5;D14_6;D15_LISTE_EU;D15_LISTE;D15_SUMME_KANDIDATEN;D15_SUMME_LISTE_KANDIDATEN;D15_1;D15_2;D15_3
26.05.2019;Bürgerschaftswahl;04011000;211-01;211-01 Alte Neustadt;1;1;947;183;0;1130;588;588;2;11;577;2880;0;332;254;586;125;11;11;2;2;2;1;3;0;3;5;2;3;1;1;0;0;2;0;0;0;3;7;2;8;0;4;3;1;0;0;1;0;2;0;1;0;1;6;5;3;0;1;15;2;1;1;0;0;0;0;4;0;1;0;0;0;0;0;0;0;1;1;1;0;5;0;0;196;169;365;133;1;1;1;5;0;0;3;0;0;0;3;0;0;1;0;0;2;0;0;1;1;1;0;5;0;0;0;0;0;0;0;0;5;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;597;180;777;38;1;11;3;2;3;8;4;3;1;1;3;1;54;2;6;1;6;0;0;5;0;2;2;0;0;0;7;6;1;1;8;0;434;142;576;27;0;1;5;12;8;21;2;9;2;1;1;14;14;2;5;6;10;1;0;1;0;96;59;155;38;4;1;1;2;1;0;0;0;0;0;2;0;0;0;0;5;1;0;0;0;0;0;1;0;1;2;0;0;76;19;95;9;1;3;1;2;0;0;0;1;0;0;2;0;0;12;4;16;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;123;17;140;1;2;0;1;0;0;1;1;0;0;0;0;0;0;0;0;2;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;2;0;0;0;0;56;22;78;7;2;2;1;0;1;4;0;5;0;0;0;0;0;0;0;0;0;9;1;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;11;13;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;0;35;6;41;2;2;0;0;1;1;0;21;0;21;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;211-02;211-02 Alte Neustadt;1;1;871;381;0;1252;535;535;2;4;531;2631;0;269;148;417;91;2;6;3;0;1;1;8;0;1;2;0;2;0;0;0;2;0;1;0;0;6;3;0;4;1;0;0;0;1;0;3;0;0;0;0;0;0;2;1;0;0;5;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;418;358;776;258;5;3;10;7;4;2;5;5;1;0;4;1;16;1;0;2;0;0;0;13;0;0;0;3;0;0;0;0;0;0;0;1;9;3;2;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;379;101;480;26;1;6;2;3;1;7;1;1;3;1;2;2;20;0;3;0;0;0;0;4;0;3;0;6;1;0;0;7;0;0;1;0;302;108;410;54;7;0;1;8;1;10;1;0;18;0;5;2;0;0;1;0;0;0;0;0;0;141;58;199;38;2;0;0;8;0;0;2;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5;0;101;3;104;1;0;0;0;2;0;0;0;0;0;0;0;0;0;10;4;14;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;55;8;63;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;33;35;68;22;0;3;0;0;0;1;1;5;1;0;0;0;0;2;0;0;0;12;1;13;0;0;0;0;0;1;0;0;0;0;0;0;0;0;10;17;27;9;0;3;0;0;5;0;0;0;0;0;0;0;0;0;3;0;3;0;0;31;4;35;1;1;1;1;0;0;0;17;5;22;4;1;0
26.05.2019;Bürgerschaftswahl;04011000;211-03;211-03 Alte Neustadt;1;1;977;512;0;1489;670;670;4;17;653;3225;0;342;274;616;140;19;40;4;1;3;2;1;0;0;0;5;2;0;5;6;0;0;1;5;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;2;0;0;3;0;0;0;3;3;0;8;2;0;2;0;0;0;0;0;0;1;0;1;0;0;0;9;0;3;0;0;0;0;486;380;866;297;6;3;4;18;2;2;6;2;0;1;2;1;2;1;2;0;0;0;1;16;0;0;2;0;0;0;0;1;0;0;0;1;1;1;0;1;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;562;210;772;71;1;11;2;2;10;30;12;4;4;5;4;3;19;6;1;2;1;0;0;0;1;6;2;0;5;1;0;0;1;4;2;0;293;92;385;58;8;5;2;1;0;9;0;1;1;0;0;0;2;0;2;1;0;0;1;1;0;157;88;245;69;6;5;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;12;96;1;1;4;0;2;0;0;0;0;1;1;1;1;0;4;4;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;9;83;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;16;9;25;2;0;2;0;0;1;2;0;1;1;0;0;0;0;0;0;0;0;2;7;9;0;1;0;0;0;0;1;0;0;5;0;0;0;0;53;40;93;29;0;0;5;0;0;0;1;2;0;2;0;1;0;0;6;1;7;1;0;8;1;9;0;1;0;0;0;0;0;11;0;11;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;211-04;211-04 Alte Neustadt;1;1;934;214;1;1149;661;661;8;7;654;3231;0;326;226;552;111;10;9;5;3;0;0;2;0;0;12;0;0;0;0;0;5;17;0;0;0;6;0;3;7;0;0;1;0;3;0;1;1;0;0;2;0;0;8;1;0;0;3;7;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;181;156;337;119;3;3;3;0;0;1;0;2;0;0;5;0;2;0;0;0;0;0;0;2;0;0;0;4;0;0;0;0;2;0;0;1;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;2;1;1;0;1;0;0;657;223;880;44;3;5;1;2;8;9;4;8;2;2;1;7;65;25;7;1;2;3;0;1;0;9;0;0;3;3;0;0;0;1;7;0;660;250;910;65;3;3;13;32;1;34;0;7;12;3;3;28;9;3;2;8;18;2;0;4;0;72;25;97;22;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;13;89;1;1;0;3;1;0;0;0;0;1;4;2;0;0;8;12;20;5;0;0;0;0;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;103;33;136;1;5;0;0;0;1;0;2;1;0;0;0;1;0;0;0;1;1;0;2;0;0;1;0;1;0;2;0;14;0;0;0;0;0;0;0;0;55;9;64;5;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;32;9;41;3;4;0;0;0;0;2;0;0;0;0;0;0;0;26;4;30;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;2;22;2;0;33;1;34;0;0;0;0;1;0;0;17;2;19;0;1;1
26.05.2019;Bürgerschaftswahl;04011000;212-01;212-01 Hohentor;1;1;888;193;0;1081;467;467;3;11;456;2267;0;274;228;502;120;1;3;1;4;3;1;8;0;0;4;0;5;0;0;5;6;0;8;1;1;1;0;0;6;0;2;0;0;1;0;0;2;0;0;0;0;0;17;0;0;0;4;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;6;0;0;127;96;223;64;0;2;0;2;1;1;0;3;2;0;11;0;0;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;355;117;472;24;1;4;1;13;1;2;3;4;5;3;7;1;18;6;10;0;1;0;0;0;0;0;0;0;5;1;0;2;0;3;2;0;417;125;542;43;3;2;3;4;2;11;0;2;7;1;1;14;4;0;1;10;14;2;0;1;0;64;41;105;18;1;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;7;0;0;0;69;44;113;10;4;7;1;8;1;1;5;0;0;2;0;5;0;0;20;20;3;0;0;0;5;1;5;0;0;0;0;6;0;0;0;0;0;0;0;0;115;19;134;2;0;0;0;0;0;5;1;0;0;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;81;12;93;7;0;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;5;8;13;0;1;0;0;0;0;7;0;0;0;0;0;0;0;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;6;2;0;19;6;25;1;0;0;0;0;5;0;9;1;10;0;1;0
26.05.2019;Bürgerschaftswahl;04011000;212-02;212-02 Hohentor;1;1;808;246;0;1054;512;512;0;10;502;2497;0;290;188;478;96;18;8;1;0;1;2;3;0;0;4;6;0;0;0;7;1;4;0;1;0;6;0;0;6;0;0;0;0;1;0;0;0;0;1;6;0;0;2;0;0;1;0;2;1;0;2;0;0;0;0;2;1;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;200;154;354;99;2;2;1;1;0;0;3;0;1;4;0;1;5;0;0;5;0;0;0;14;0;1;0;5;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;498;141;639;40;2;6;3;7;4;0;14;3;1;2;2;0;39;0;9;1;1;2;0;0;0;0;0;0;3;0;0;0;0;0;2;0;406;185;591;55;12;5;13;6;2;24;0;0;21;3;2;16;6;3;4;6;4;0;1;2;0;68;40;108;23;5;0;0;11;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;14;78;2;1;9;1;0;0;0;1;0;0;0;0;0;0;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;20;96;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;1;0;1;0;0;0;0;0;0;5;0;3;0;0;1;0;0;5;0;0;46;27;73;14;1;5;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;21;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;17;1;1;0;1;0;1;0;0;0;0;0;5;0;0;0;5;2;7;2;0;21;1;22;0;1;0;0;0;0;0;5;1;6;1;0;0
26.05.2019;Bürgerschaftswahl;04011000;212-03;212-03 Hohentor;1;1;862;249;0;1111;547;547;3;8;539;2671;0;357;234;591;86;9;23;1;6;4;0;2;1;1;10;0;0;0;0;1;1;0;0;0;0;3;2;1;13;1;0;4;0;4;0;0;0;0;0;0;2;0;11;0;0;0;1;15;1;5;0;0;1;0;0;4;4;0;0;0;0;0;1;0;1;0;0;15;0;0;0;0;245;127;372;81;3;1;1;3;1;0;7;0;0;1;8;0;1;0;0;5;0;0;0;6;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;425;185;610;55;3;9;0;7;4;5;15;2;0;2;0;1;37;1;3;1;2;0;1;0;1;0;2;1;27;2;1;1;1;1;0;0;466;188;654;70;4;4;9;15;1;18;0;3;13;2;3;10;3;3;4;16;3;4;3;0;0;68;29;97;12;2;0;2;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;33;103;14;0;6;0;0;0;5;0;3;0;5;0;0;0;11;6;17;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;16;83;1;2;0;0;0;0;0;1;0;0;1;1;1;0;0;0;1;1;0;0;0;1;0;3;0;0;0;0;2;0;0;0;0;0;0;1;0;25;26;51;14;0;0;1;0;3;0;6;0;0;0;1;0;0;0;0;1;0;25;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;18;0;0;1;0;0;6;0;1;1;0;0;0;0;0;0;8;1;9;1;0;25;0;25;0;0;0;0;0;0;0;15;1;16;0;0;1
26.05.2019;Bürgerschaftswahl;04011000;213-01;213-01 Neustadt;1;1;841;297;0;1138;571;571;4;5;566;2819;0;369;280;649;125;15;27;4;1;4;7;4;8;0;13;0;0;1;0;3;6;15;1;3;0;0;3;0;14;0;0;0;0;1;0;1;0;0;0;0;0;1;5;0;0;1;0;9;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;262;192;454;136;4;0;0;5;0;6;5;1;0;1;4;0;4;1;0;5;0;1;0;3;0;0;0;7;2;0;0;0;1;0;1;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;584;220;804;41;3;19;5;4;9;10;6;1;4;0;4;2;71;0;3;0;8;0;0;2;1;0;3;1;1;12;1;5;1;0;3;0;374;161;535;72;2;3;4;12;1;17;0;0;11;8;0;17;0;0;1;2;3;1;7;0;0;42;22;64;12;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;48;16;64;6;1;9;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;36;92;7;1;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;6;0;0;0;5;0;0;0;0;23;30;53;21;0;2;1;0;1;0;3;0;1;0;1;0;0;0;0;0;0;24;5;29;1;0;0;0;0;0;1;0;0;2;0;1;0;0;25;14;39;4;0;0;0;1;1;1;1;2;0;2;0;1;1;0;4;0;4;0;0;15;0;15;0;0;0;0;0;0;0;12;0;12;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;213-02;213-02 Neustadt;1;1;874;361;0;1235;659;659;1;2;657;3265;0;330;266;596;139;5;16;3;2;5;1;14;1;0;12;0;2;0;0;0;0;9;0;0;0;0;2;0;16;0;3;0;0;6;1;6;1;1;0;0;0;0;1;0;0;1;5;1;0;0;1;0;0;0;1;2;5;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;215;183;398;139;2;3;2;1;0;0;2;2;0;0;1;0;0;0;0;5;0;0;0;10;0;1;0;0;2;0;0;2;0;2;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;2;0;0;660;265;925;81;5;19;6;9;4;17;19;7;4;4;1;2;41;12;5;1;1;4;0;0;1;9;1;0;3;0;1;0;0;1;7;0;560;336;896;144;6;4;6;41;6;42;0;2;15;9;4;8;1;4;1;17;11;2;10;3;0;80;45;125;30;6;0;2;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;41;4;45;1;0;1;0;0;0;0;0;0;0;0;2;0;0;9;4;13;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;60;13;73;2;2;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;0;47;23;70;21;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;19;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;27;54;17;0;1;0;0;0;5;0;0;4;0;0;0;0;0;10;1;11;1;0;23;8;31;3;3;0;2;0;0;0;8;1;9;0;0;1
26.05.2019;Bürgerschaftswahl;04011000;213-03;213-03 Neustadt;1;1;791;222;0;1013;565;565;0;13;552;2728;0;275;287;562;122;30;18;5;1;0;3;6;0;1;15;0;2;1;0;2;2;0;2;0;0;3;2;0;14;5;3;1;2;11;0;7;0;0;6;0;2;0;1;0;5;0;1;4;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;6;0;0;193;156;349;117;5;0;2;2;0;0;3;1;0;0;6;0;6;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;516;243;759;48;1;22;6;2;1;8;5;1;3;4;5;9;80;6;8;1;2;2;0;1;0;12;4;0;3;1;1;2;0;2;3;0;424;198;622;92;7;7;6;6;0;18;3;1;23;0;8;9;0;0;0;6;9;0;3;0;0;49;45;94;31;3;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;4;0;0;0;0;0;47;38;85;10;2;17;1;2;0;0;5;0;0;0;0;1;0;3;12;15;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;65;28;93;1;1;1;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;3;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;14;0;16;12;28;11;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;21;1;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;28;6;0;2;0;0;2;0;0;1;0;0;1;0;2;0;11;2;13;2;0;40;0;40;0;0;0;0;0;0;0;15;3;18;1;1;1
26.05.2019;Bürgerschaftswahl;04011000;213-04;213-04 Neustadt;1;1;858;300;2;1160;604;604;3;9;595;2967;0;408;318;726;115;20;19;6;0;4;4;9;1;1;5;2;6;0;2;3;1;24;0;0;1;1;1;0;38;0;1;5;1;5;0;2;0;0;0;0;1;0;7;1;0;1;1;8;0;7;1;0;1;0;0;1;0;0;1;0;2;1;0;4;1;0;0;3;0;0;0;0;169;153;322;112;5;2;1;2;0;0;8;0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;0;1;0;0;0;6;0;1;1;0;0;2;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;627;234;861;42;3;22;9;5;7;11;10;8;4;4;10;1;60;4;8;2;2;1;0;0;1;1;0;1;3;5;2;1;1;0;6;0;510;145;655;41;9;6;1;10;5;23;1;3;16;1;0;5;2;6;1;3;6;3;2;1;0;73;56;129;26;12;4;0;0;3;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;2;0;4;0;1;0;0;0;52;11;63;8;0;3;0;0;0;0;0;0;0;0;0;0;0;5;3;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;13;84;1;0;0;0;0;0;2;0;2;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;29;19;48;13;0;1;1;0;0;3;0;0;1;0;0;0;0;0;0;0;0;12;6;18;3;0;1;0;0;1;0;0;0;1;0;0;0;0;9;2;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;0;12;7;19;0;1;5;0;1;0;0;13;3;16;1;1;1
26.05.2019;Bürgerschaftswahl;04011000;213-05;213-05 Neustadt;1;1;728;243;1;972;601;601;2;7;594;2949;0;377;268;645;130;18;14;4;0;4;13;2;0;1;11;1;1;0;0;1;2;0;0;4;0;0;0;0;31;0;0;0;0;2;0;3;0;2;0;0;1;0;0;0;1;0;6;1;1;5;1;0;0;0;0;3;1;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;188;192;380;102;6;4;7;13;2;0;4;1;1;0;0;0;4;0;5;5;0;0;0;10;0;0;0;6;3;0;0;0;1;0;0;0;3;2;0;0;6;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;3;0;682;270;952;70;1;14;1;1;2;15;17;5;4;3;4;3;56;16;4;5;3;1;0;2;0;14;0;9;6;1;2;1;1;0;9;0;437;186;623;81;13;5;7;9;3;20;0;5;15;2;0;3;6;0;2;3;7;3;2;0;0;60;36;96;23;3;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;2;0;4;0;55;7;62;0;1;5;0;0;0;0;0;0;0;0;1;0;0;17;5;22;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;24;77;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;0;0;0;0;0;2;1;0;10;26;36;15;0;0;0;0;2;0;1;5;0;0;0;2;0;1;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;10;28;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;6;4;10;1;3;0;0;0;0;0;12;0;12;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;214-01;214-01 Südervorstadt;1;1;977;224;0;1201;695;695;4;14;681;3373;0;432;435;867;201;16;20;8;6;1;8;13;1;2;8;8;8;0;0;3;5;5;1;0;0;0;1;0;7;0;0;0;1;32;1;5;0;5;0;2;0;0;0;2;0;1;2;4;1;0;1;0;1;0;5;16;20;0;6;0;0;0;0;0;0;0;0;2;1;4;1;0;288;180;468;114;2;3;0;4;0;1;8;1;0;5;0;2;0;0;0;2;0;1;0;12;0;1;1;3;0;0;0;1;0;0;3;0;1;3;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;540;211;751;51;2;19;3;6;4;7;27;6;2;3;4;1;34;6;5;1;0;0;0;0;1;2;0;1;5;5;0;1;1;0;14;0;467;206;673;70;8;5;11;14;1;25;1;3;11;8;2;2;5;8;9;7;15;0;0;1;0;91;61;152;28;15;0;0;3;3;1;1;1;5;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;0;0;0;69;20;89;10;0;5;0;0;0;0;0;0;0;0;0;5;0;23;2;25;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;15;107;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;5;0;0;0;0;3;0;0;0;0;0;0;1;0;56;46;102;18;0;1;0;0;0;0;6;0;2;0;8;0;0;0;0;11;0;21;2;23;0;0;0;0;1;1;0;0;0;0;0;0;0;0;35;16;51;6;5;0;0;0;0;2;1;0;1;0;0;0;1;0;5;1;6;1;0;32;2;34;0;0;0;1;1;0;0;24;1;25;0;0;1
