datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B_SOLL;B;B1;C;D1;D2;D1_LISTE_EU;D1_LISTE;D1_SUMME_KANDIDATEN;D1_SUMME_LISTE_KANDIDATEN;D1_1;D1_2;D1_3;D1_4;D1_5;D1_6;D1_7;D1_8;D1_9;D1_10;D1_11;D1_12;D1_13;D1_14;D1_15;D1_16;D1_17;D1_18;D1_19;D1_20;D1_21;D1_22;D1_23;D1_24;D1_25;D1_26;D1_27;D1_28;D1_29;D1_30;D1_31;D1_32;D1_33;D1_34;D1_35;D1_36;D1_37;D1_38;D1_39;D1_40;D1_41;D1_42;D1_43;D1_44;D1_45;D1_46;D1_47;D1_48;D1_49;D1_50;D1_51;D1_52;D1_53;D1_54;D1_55;D1_56;D1_57;D1_58;D1_59;D1_60;D1_61;D1_62;D1_63;D1_64;D1_65;D1_66;D1_67;D2_LISTE_EU;D2_LISTE;D2_SUMME_KANDIDATEN;D2_SUMME_LISTE_KANDIDATEN;D2_1;D2_2;D2_3;D2_4;D2_5;D2_6;D2_7;D2_8;D2_9;D2_10;D2_11;D2_12;D2_13;D2_14;D2_15;D2_16;D2_17;D2_18;D2_19;D2_20;D2_21;D2_22;D2_23;D2_24;D2_25;D2_26;D2_27;D2_28;D2_29;D2_30;D2_31;D2_32;D2_33;D2_34;D2_35;D2_36;D2_37;D2_38;D2_39;D2_40;D2_41;D2_42;D2_43;D2_44;D2_45;D2_46;D2_47;D2_48;D2_49;D2_50;D2_51;D2_52;D2_53;D2_54;D3_LISTE_EU;D3_LISTE;D3_SUMME_KANDIDATEN;D3_SUMME_LISTE_KANDIDATEN;D3_1;D3_2;D3_3;D3_4;D3_5;D3_6;D3_7;D3_8;D3_9;D3_10;D3_11;D3_12;D3_13;D3_14;D3_15;D3_16;D3_17;D3_18;D3_19;D3_20;D3_21;D3_22;D3_23;D3_24;D3_25;D3_26;D3_27;D3_28;D3_29;D3_30;D3_31;D3_32;D4_LISTE_EU;D4_LISTE;D4_SUMME_KANDIDATEN;D4_SUMME_LISTE_KANDIDATEN;D4_1;D4_2;D4_3;D4_4;D4_5;D4_6;D4_7;D4_8;D4_9;D4_10;D4_11;D4_12;D4_13;D4_14;D4_15;D4_16;D4_17;D4_18;D4_19;D4_20;D4_21;D5_LISTE_EU;D5_LISTE;D5_SUMME_KANDIDATEN;D5_SUMME_LISTE_KANDIDATEN;D5_1;D5_2;D5_3;D5_4;D5_5;D5_6;D5_7;D5_8;D5_9;D5_10;D5_11;D5_12;D5_13;D5_14;D5_15;D5_16;D5_17;D5_18;D5_19;D5_20;D5_21;D5_22;D5_23;D5_24;D5_25;D5_26;D5_27;D5_28;D6_LISTE_EU;D6_LISTE;D6_SUMME_KANDIDATEN;D6_SUMME_LISTE_KANDIDATEN;D6_1;D6_2;D6_3;D6_4;D6_5;D6_6;D6_7;D6_8;D6_9;D6_10;D6_11;D6_12;D6_13;D7_LISTE_EU;D7_LISTE;D7_SUMME_KANDIDATEN;D7_SUMME_LISTE_KANDIDATEN;D7_1;D7_2;D7_3;D7_4;D7_5;D7_6;D7_7;D7_8;D7_9;D7_10;D7_11;D7_12;D7_13;D7_14;D7_15;D7_16;D7_17;D7_18;D7_19;D8_LISTE_EU;D8_LISTE;D8_SUMME_KANDIDATEN;D8_SUMME_LISTE_KANDIDATEN;D8_1;D8_2;D8_3;D8_4;D8_5;D8_6;D8_7;D8_8;D8_9;D8_10;D8_11;D8_12;D8_13;D8_14;D8_15;D8_16;D8_17;D8_18;D8_19;D8_20;D8_21;D8_22;D8_23;D8_24;D8_25;D8_26;D8_27;D8_28;D8_29;D8_30;D8_31;D8_32;D8_33;D8_34;D8_35;D8_36;D9_LISTE_EU;D9_LISTE;D9_SUMME_KANDIDATEN;D9_SUMME_LISTE_KANDIDATEN;D9_1;D9_2;D9_3;D9_4;D9_5;D9_6;D9_7;D9_8;D9_9;D9_10;D9_11;D9_12;D9_13;D9_14;D9_15;D9_16;D9_17;D10_LISTE_EU;D10_LISTE;D10_SUMME_KANDIDATEN;D10_SUMME_LISTE_KANDIDATEN;D10_1;D10_2;D10_3;D10_4;D10_5;D10_6;D10_7;D10_8;D10_9;D10_10;D10_11;D10_12;D10_13;D12_LISTE_EU;D12_LISTE;D12_SUMME_KANDIDATEN;D12_SUMME_LISTE_KANDIDATEN;D12_1;D12_2;D12_3;D12_4;D12_5;D12_6;D12_7;D12_8;D12_9;D12_10;D12_11;D12_12;D12_13;D12_14;D13_LISTE_EU;D13_LISTE;D13_SUMME_KANDIDATEN;D13_SUMME_LISTE_KANDIDATEN;D13_1;D14_LISTE_EU;D14_LISTE;D14_SUMME_KANDIDATEN;D14_SUMME_LISTE_KANDIDATEN;D14_1;D14_2;D14_3;D14_4;D14_5;D14_6;D15_LISTE_EU;D15_LISTE;D15_SUMME_KANDIDATEN;D15_SUMME_LISTE_KANDIDATEN;D15_1;D15_2;D15_3
26.05.2019;Bürgerschaftswahl;04011000;382-04;382-04 Hastedt;1;1;881;423;0;1304;609;609;0;14;595;2932;0;316;392;708;179;9;29;3;6;8;6;16;0;0;5;0;1;1;3;9;5;1;1;0;2;1;0;0;3;0;0;5;2;12;0;1;0;0;0;0;2;1;0;0;0;0;0;9;1;11;7;1;0;1;10;5;0;1;0;0;0;1;0;0;0;0;0;1;1;27;5;0;321;253;574;174;3;2;0;7;0;3;10;2;1;5;11;1;0;0;2;1;0;5;0;1;0;0;0;5;0;0;1;0;0;0;0;0;4;1;1;0;1;0;0;0;1;0;0;0;0;0;0;3;0;0;0;7;1;0;522;191;713;61;4;19;2;4;7;11;16;3;1;13;1;1;12;0;7;2;0;0;0;1;5;7;0;4;1;1;0;2;0;0;6;0;370;138;508;54;2;4;4;4;12;5;6;0;0;0;2;16;6;0;0;2;11;2;3;5;0;91;48;139;38;0;0;0;1;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;67;20;87;10;0;0;0;0;0;0;0;5;0;5;0;0;0;14;11;25;6;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;72;7;79;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;3;0;0;0;0;19;8;27;0;0;1;5;0;0;0;0;0;1;0;0;0;0;0;0;1;0;10;1;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;15;28;2;0;0;0;0;10;1;0;0;0;2;0;0;0;0;8;0;8;0;0;17;0;17;0;0;0;0;0;0;0;8;0;8;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;382-05;382-05 Hastedt;1;1;1049;288;0;1337;690;690;4;7;683;3371;0;435;413;848;205;10;34;9;0;9;1;18;0;2;2;1;0;0;1;3;13;1;0;0;0;2;1;0;0;4;3;2;0;1;0;0;0;0;1;0;21;0;3;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;3;0;0;0;44;0;0;300;282;582;219;1;6;1;7;0;0;3;1;0;3;0;0;11;4;1;9;1;0;0;0;0;3;0;2;0;0;0;2;0;0;0;0;2;1;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0;615;194;809;79;6;24;5;4;3;18;3;3;1;7;0;3;1;7;3;1;4;0;0;3;2;8;1;1;0;2;1;0;0;1;3;0;414;187;601;89;10;5;7;10;29;5;2;1;1;14;2;3;0;0;1;1;0;4;3;0;0;91;67;158;62;0;0;0;2;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;103;48;151;25;2;3;0;2;10;0;2;1;0;1;2;0;0;3;10;13;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;2;62;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;3;17;1;1;1;0;0;0;0;0;0;0;0;0;0;0;48;5;53;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;4;9;4;0;34;1;35;1;0;0;0;0;0;0;10;1;11;1;0;0
26.05.2019;Bürgerschaftswahl;04011000;382-06;382-06 Hastedt;1;1;894;262;0;1156;589;589;1;12;577;2857;0;327;333;660;146;21;31;6;0;3;5;7;0;5;3;12;2;0;1;3;6;1;0;1;0;1;1;0;0;2;10;1;0;8;1;2;0;1;0;0;11;0;5;1;1;0;3;5;0;0;2;0;0;0;0;0;3;0;5;0;0;0;0;0;0;0;1;0;1;14;1;0;238;309;547;194;6;2;1;5;6;0;1;0;0;0;8;2;22;0;0;5;0;0;0;0;0;6;0;5;0;1;0;0;0;0;5;2;1;5;2;0;5;0;1;0;0;0;0;0;14;10;0;0;0;0;0;0;0;0;399;194;593;55;3;13;0;4;9;11;11;6;6;1;0;2;25;6;8;1;3;5;1;2;0;7;5;0;0;2;1;0;3;2;2;0;351;133;484;53;2;3;8;8;13;0;7;1;0;5;0;18;1;2;1;3;0;3;3;2;0;128;42;170;27;0;3;0;2;0;0;0;0;5;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;103;33;136;10;1;9;1;7;5;0;0;0;0;0;0;0;0;20;6;26;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;77;25;102;2;1;0;1;0;0;0;0;0;3;0;0;0;0;0;0;1;6;1;1;0;0;1;0;1;0;0;0;0;0;3;2;0;0;1;1;0;24;8;32;0;0;5;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;27;8;35;1;1;0;1;0;2;0;0;0;1;0;1;1;0;20;18;38;5;0;0;7;0;0;1;0;0;0;1;1;3;0;0;3;3;6;3;0;11;3;14;1;1;0;0;0;1;0;10;4;14;1;1;2
26.05.2019;Bürgerschaftswahl;04011000;383-01;383-01 Hemelingen;1;1;957;132;0;1089;423;423;2;15;408;1984;0;210;300;510;108;4;23;9;3;0;0;4;1;0;0;1;1;0;2;1;10;49;0;2;0;1;1;20;0;4;0;0;0;13;0;3;0;2;0;1;2;0;0;0;0;0;0;8;0;0;2;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;14;0;0;195;202;397;127;2;2;2;4;1;1;2;2;1;0;8;0;22;1;3;0;0;5;0;1;0;0;0;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;0;1;0;0;0;0;0;0;218;80;298;10;0;10;0;6;2;1;3;10;0;0;0;0;13;0;5;5;0;0;0;0;10;5;0;0;0;0;0;0;0;0;0;0;131;120;251;15;9;2;3;4;13;8;0;1;1;7;0;12;0;11;2;2;25;1;3;1;0;61;41;102;23;0;1;0;2;0;0;0;0;0;0;0;0;0;0;6;8;0;0;0;0;0;0;0;0;1;0;0;0;135;44;179;12;0;6;0;2;7;0;5;0;4;1;7;0;0;26;24;50;8;5;4;0;3;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;46;11;57;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;1;0;1;0;0;0;0;0;3;0;0;1;0;0;12;11;23;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;31;13;44;2;5;0;1;1;0;0;0;1;0;0;0;3;0;38;12;50;1;1;0;2;1;2;0;0;0;5;0;0;0;0;0;9;0;9;0;0;8;0;8;0;0;0;0;0;0;0;5;1;6;0;1;0
26.05.2019;Bürgerschaftswahl;04011000;383-02;383-02 Hemelingen;1;1;1064;129;0;1193;434;434;0;19;415;2036;0;333;377;710;138;4;23;1;1;2;5;2;1;2;0;0;0;1;0;2;19;68;2;0;0;1;0;4;1;0;1;0;0;8;0;1;1;0;0;12;9;0;5;0;0;0;0;16;0;0;2;0;0;0;1;0;7;0;2;1;1;0;1;0;0;1;0;2;0;29;0;0;139;193;332;78;11;9;1;9;7;2;1;0;1;0;2;7;22;0;3;0;0;1;1;1;1;0;0;11;0;0;0;5;0;0;1;0;4;2;0;0;0;0;0;0;0;1;0;7;0;2;0;2;1;0;0;0;0;0;128;94;222;23;0;12;2;7;1;0;1;6;2;0;0;0;1;0;0;10;1;1;0;3;17;0;0;0;0;0;0;1;0;1;5;0;108;145;253;21;0;1;57;3;7;5;0;1;3;1;1;9;6;1;4;10;8;0;6;1;0;72;36;108;16;0;0;1;2;0;1;0;0;2;0;0;0;0;0;8;5;0;0;0;0;0;0;0;0;1;0;0;0;157;79;236;19;0;13;2;2;34;1;3;1;2;0;2;0;0;31;13;44;4;0;5;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;35;3;38;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;8;3;11;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;20;21;2;1;1;3;0;1;0;0;11;1;0;0;0;0;31;16;47;3;0;0;0;8;0;0;0;0;0;0;0;5;0;0;10;0;10;0;0;3;0;3;0;0;0;0;0;0;0;1;0;1;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;383-03;383-03 Hemelingen;1;1;1153;196;0;1349;601;601;1;29;572;2816;0;417;504;921;196;6;54;8;1;2;13;8;1;1;3;3;1;0;3;6;5;84;0;2;1;1;4;31;0;0;0;2;0;2;5;8;0;1;1;10;13;0;3;0;0;0;1;10;0;2;1;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;1;0;0;6;0;0;406;382;788;201;7;8;5;16;2;0;9;3;0;0;0;2;50;0;13;6;0;1;0;0;1;0;0;30;1;0;1;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;7;0;8;0;3;1;0;0;1;2;0;246;69;315;29;0;7;0;5;3;2;0;0;1;0;2;3;0;0;1;1;0;0;0;2;9;1;0;0;0;0;1;1;0;1;0;0;121;72;193;20;3;0;25;1;6;1;1;0;0;1;0;3;1;0;0;1;0;0;8;1;0;103;54;157;35;1;0;7;0;0;0;0;0;0;0;0;0;0;0;7;0;1;1;0;0;0;0;1;0;1;0;0;0;191;44;235;12;2;0;1;3;14;1;5;0;1;2;3;0;0;43;39;82;9;1;5;0;1;1;19;0;0;0;0;0;0;0;3;0;0;0;0;0;26;4;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;27;4;31;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;10;29;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;8;1;9;1;0;14;6;20;0;4;1;0;1;0;0;5;0;5;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;383-04;383-04 Hemelingen;1;1;1085;196;0;1281;481;481;2;19;462;2245;0;312;336;648;149;18;28;5;1;2;1;2;0;1;2;7;2;0;0;3;0;44;1;0;0;6;1;7;1;0;0;3;0;0;0;1;5;5;0;0;1;0;1;0;0;0;1;10;0;1;2;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;5;0;13;0;0;287;309;596;178;0;1;4;12;2;2;2;2;0;1;1;0;29;3;8;2;0;0;0;1;1;0;1;35;0;0;0;0;0;0;0;0;2;0;7;0;0;0;0;0;0;0;1;4;1;4;0;0;0;0;0;5;0;0;222;53;275;24;0;4;0;1;1;1;0;5;1;0;1;0;0;0;0;0;0;1;0;0;2;5;0;0;0;0;0;0;0;0;7;0;138;48;186;15;1;0;6;1;3;7;1;1;0;0;1;1;2;2;1;0;5;0;1;0;0;48;45;93;29;1;1;2;0;0;0;0;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;1;0;0;0;154;81;235;23;0;7;0;5;16;0;4;0;6;1;19;0;0;48;21;69;10;2;4;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;10;59;2;1;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;8;32;1;0;1;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;2;8;10;2;0;0;0;0;0;0;0;1;0;0;5;0;0;6;3;9;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;8;2;10;2;0;21;0;21;0;0;0;0;0;0;0;2;0;2;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;383-05;383-05 Hemelingen;1;1;1078;250;0;1328;596;596;1;8;588;2910;0;336;359;695;138;7;18;2;1;3;6;1;1;1;1;0;0;0;0;0;13;73;3;1;1;0;0;11;2;1;3;0;0;22;0;0;1;0;0;6;4;1;0;2;0;1;1;3;0;0;1;0;0;5;1;0;12;0;0;0;0;0;1;0;0;1;1;2;1;5;1;0;317;431;748;212;6;1;13;19;3;0;5;1;0;2;0;1;137;1;4;0;0;0;0;0;0;1;0;13;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;6;0;2;0;0;0;0;0;0;0;0;306;87;393;36;2;5;0;1;5;0;1;6;0;1;0;1;1;1;1;1;0;0;0;0;6;4;0;0;0;1;0;1;5;0;8;0;235;118;353;54;1;0;22;5;5;4;0;4;0;0;0;4;0;2;0;3;11;2;0;1;0;110;93;203;70;0;0;3;0;0;0;0;0;1;0;0;0;1;0;7;10;0;1;0;0;0;0;0;0;0;0;0;0;206;74;280;19;2;2;0;2;23;0;1;0;8;0;15;2;0;32;17;49;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;5;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;25;45;10;0;5;0;0;0;5;0;0;5;0;0;0;0;0;5;0;5;0;0;34;0;34;0;0;0;0;0;0;0;2;0;2;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;384-01;384-01 Arbergen;1;1;862;191;0;1053;544;544;3;13;531;2600;0;372;424;796;175;14;50;2;0;3;1;6;0;2;1;7;0;0;1;11;3;35;1;2;1;1;0;65;5;0;0;1;0;9;0;1;0;0;1;0;8;0;0;1;5;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;6;0;0;406;361;767;221;6;5;4;19;0;6;11;5;1;1;0;1;49;1;9;0;0;0;0;0;2;0;0;2;1;0;0;1;0;0;0;0;1;1;1;1;1;0;1;0;1;0;0;2;0;6;1;0;0;0;0;0;0;0;160;54;214;12;0;3;3;1;1;4;2;0;0;1;0;0;7;2;0;0;0;0;0;0;12;4;0;0;0;0;0;0;0;0;2;0;87;75;162;23;6;3;7;1;13;0;0;0;1;0;0;5;6;2;2;1;0;1;4;0;0;114;110;224;67;4;0;0;0;1;0;0;0;0;1;3;0;0;0;31;3;0;0;0;0;0;0;0;0;0;0;0;0;215;64;279;19;0;9;0;1;14;1;13;0;0;1;6;0;0;36;29;65;13;0;1;0;1;1;5;2;0;2;2;1;0;0;1;0;0;0;0;0;55;7;62;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;13;1;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;13;4;17;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;384-02;384-02 Arbergen;1;1;862;135;0;997;456;456;0;29;427;2102;0;358;328;686;152;4;21;0;1;0;11;5;0;0;5;1;5;2;0;6;11;38;1;0;0;0;0;13;0;0;0;0;1;16;0;1;0;0;1;2;6;1;0;0;0;0;6;7;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;8;0;0;290;262;552;201;2;1;6;3;1;1;2;2;0;0;3;2;18;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;2;0;0;1;0;1;0;0;0;0;3;0;2;0;0;0;0;0;0;3;0;122;53;175;19;0;7;1;4;1;0;0;0;0;0;5;0;0;1;0;1;2;1;0;1;4;1;0;1;0;0;0;2;1;0;1;0;162;73;235;21;6;0;16;0;13;1;5;1;0;4;0;1;0;2;2;1;0;0;0;0;0;105;51;156;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;7;0;0;0;0;0;0;2;0;0;0;0;0;99;35;134;4;0;2;0;5;6;0;4;0;1;0;13;0;0;50;15;65;9;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;38;3;41;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;10;26;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;18;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;11;13;3;0;0;0;3;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;384-03;384-03 Arbergen;1;1;1064;234;0;1298;708;708;3;20;688;3396;0;445;387;832;205;15;45;4;1;1;3;13;1;4;6;2;0;0;0;6;12;12;5;0;0;1;0;25;2;1;0;0;1;0;2;0;0;0;0;5;3;0;0;1;0;0;0;0;0;1;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;3;0;0;579;655;1234;455;5;5;2;25;0;4;7;0;2;1;0;2;75;0;7;12;5;1;1;0;5;2;0;0;1;0;0;2;0;1;1;0;5;2;0;0;10;0;1;0;0;0;0;9;0;5;0;0;0;0;0;2;0;0;297;118;415;50;2;14;0;4;3;2;4;2;8;1;0;0;0;0;5;0;3;0;0;3;9;1;0;1;2;0;0;1;1;0;2;0;112;86;198;24;3;0;34;0;5;0;0;0;0;0;0;3;8;3;3;1;0;1;1;0;0;162;103;265;75;0;0;0;5;2;0;0;0;1;0;1;0;2;0;5;3;5;0;0;2;0;0;0;0;2;0;0;0;193;75;268;19;9;3;2;3;13;1;5;0;9;1;7;3;0;40;35;75;14;2;0;3;1;0;0;0;0;1;1;0;1;6;1;5;0;0;0;0;29;13;42;6;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;15;4;19;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;5;1;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;21;1;22;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1;5;1;0;9;0;9;0;0;0;0;0;0;0;5;1;6;1;0;0
26.05.2019;Bürgerschaftswahl;04011000;384-04;384-04 Arbergen;1;1;959;240;0;1199;675;675;0;21;654;3223;0;425;417;842;184;14;48;8;3;1;6;10;0;5;0;2;0;1;1;0;25;33;0;1;0;0;0;33;0;0;0;0;0;2;1;3;0;15;0;2;4;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;577;572;1149;362;5;1;8;23;1;1;6;1;1;2;1;2;92;0;32;0;0;0;2;0;0;4;0;10;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;1;0;0;1;1;5;1;1;1;0;0;1;0;0;0;209;93;302;58;1;8;0;3;0;5;0;0;0;0;0;0;0;0;0;1;0;1;0;1;12;0;0;0;0;0;1;1;0;1;0;0;207;110;317;16;3;1;52;6;9;6;0;1;0;0;1;2;4;1;2;2;1;1;2;0;0;170;97;267;75;1;0;0;0;0;1;1;0;0;0;0;0;0;1;9;9;0;0;0;0;0;0;0;0;0;0;0;0;93;45;138;10;0;4;1;1;6;1;15;1;5;0;1;0;0;19;32;51;19;10;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;56;1;57;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;11;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;8;1;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;28;15;43;2;1;0;0;12;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;13;15;28;3;2;0;5;3;2;0;3;0;3;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;385-01;385-01 Mahndorf;1;1;930;195;0;1125;563;563;0;18;545;2696;0;361;279;640;143;10;28;2;1;4;6;3;1;4;3;19;2;0;2;4;1;5;0;0;0;0;1;6;0;5;1;0;2;10;0;2;0;1;0;0;2;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;5;0;0;498;432;930;298;12;0;1;6;0;3;23;2;6;2;1;0;29;0;9;0;0;0;0;0;1;2;0;2;0;0;0;0;0;0;0;1;6;2;6;2;0;0;0;0;0;0;0;9;0;6;1;1;0;1;0;0;0;0;268;89;357;24;1;3;15;11;4;5;1;1;1;0;0;1;1;2;3;1;1;0;0;0;1;1;0;0;1;0;7;2;1;1;0;0;150;49;199;12;7;0;11;0;6;0;0;0;0;5;1;0;0;0;0;1;4;0;2;0;0;85;40;125;25;0;1;2;1;1;1;0;0;0;0;0;0;3;0;4;0;0;0;0;0;0;0;1;0;0;1;0;0;169;52;221;15;1;4;1;1;21;2;4;0;1;0;2;0;0;47;52;99;14;4;2;2;0;3;1;2;0;1;0;0;1;17;0;5;0;0;0;0;19;3;22;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;42;11;53;1;1;5;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;16;27;2;0;0;0;9;0;0;0;0;0;0;0;0;5;0;8;0;8;0;0;6;0;6;0;0;0;0;0;0;0;3;5;8;0;0;5
